code;name;dose
D10BA01;Isotretinoin;30 mg O
D11AA04;Methanthelinium;0,1 g O 
D11AF01;Salicylsäure;Standarddosis: 0,25 ml Lösung T 
D11AF51;Salicylsäure, Kombinationen;Standarddosis: 0,25 ml Lösung T 
D11AH02;Pimecrolimus;20 mg T 
D11AH04;Alitretinoin;20 mg O
D11AH05;Dupilumab;21,4 mg P
D11AX02;Gamolensäure;0,4 g O
D11AX10;Finasterid;1 mg O
D11AX21;Brimonidin;1,65 mg T 
D11AX22;Ivermectin;10 mg T für 1%-ige Zubereitungen 
G01AA01;Nystatin;0,1 MIO E V
G01AA02;Natamycin;25 mg V
G01AA03;Amphotericin B;0,2 g V
G01AA04;Candicidin;6 mg V
G01AA10;Clindamycin;0,1 g V
G01AB01;Acetarsol;0,5 g V
G01AC01;Diiodhydroxychinolin;0,2 g V
G01AC03;Chlorquinaldol;0,2 g V
G01AC05;Dequalinium;"20 mg V; 10 mg V "
G01AC06;Broxychinolin;0,1 g V
G01AD03;Ascorbinsäure;0,25 g V
G01AF01;Metronidazol;0,5 g V
G01AF02;Clotrimazol;0,1 g V
G01AF04;Miconazol;0,1 g V
G01AF05;Econazol;0,1 g V
G01AF07;Isoconazol;0,6 g V
G01AF08;Tioconazol;0,3 g V Ein-Dosis-Behandlung
G01AF11;Ketoconazol;0,4 g V
G01AF12;Fenticonazol;0,1 g V
G01AF15;Butoconazol;0,1 g V
G01AG02;Terconazol;80 mg V
G01AX01;Clodantoin;0,1 g V
G01AX03;Policresulen;90 mg V
G01AX05;Nifuratel;0,6 g O,V
G01AX11;Povidon-Iod;0,2 g V
G01AX12;Ciclopirox;50 mg V bezogen auf Ciclopiroxolamin (Vaginalcreme) 
G02AB01;Methylergometrin;0,2 mg O,P
G02AB03;Ergometrin;0,2 mg O,P
G02AD01;Dinoprost;25 mg P
G02AD02;Dinoproston;0,5 mg O,V
G02AD03;Gemeprost;1 mg V Ein-Dosis-Behandlung
G02AD04;Carboprost;2,5 mg P Ein-Dosis-Behandlung
G02AD05;Sulproston;0,5 mg P
G02AD06;Misoprostol;"0,2 mg O; 0,2 mg V Vaginale Arzneiformulierung, bezogen auf den Inhalt einer vaginalen Arzneiformulierung"
G02BB01;Vaginalring mit Gestagenen und Estrogenen;0,0357 DE V 
G02BB09;Nonoxinol 9;Standarddosis: 1 DE V 
G02CA01;Ritodrin;40 mg O,P
G02CA02;Buphenin;30 mg P
G02CB01;Bromocriptin;5 mg O,P
G02CB02;Lisurid;0,6 mg O
G02CB03;Cabergolin;0,5 mg O
G02CB04;Quinagolid;75 mcg O
G02CP01;Keuschlammfrüchte;35 mg O Droge 
G02CP03;Cimicifugawurzelstock;40 mg O Droge 
G02CX01;Atosiban;165 mg P
G03AA05;Norethisteron und Ethinylestradiol;"Zykluspackung mit 28 Tabletten 1 DE O; 
Zykluspackung mit 21 Tabletten 0,75 DE O "
G03AA06;Norgestrel und Ethinylestradiol;"Zykluspackung mit 28 Tabletten 1 DE O; 
Zykluspackung mit 21 Tabletten 0,75 DE O "
G03AA07;Levonorgestrel und Ethinylestradiol;"Zykluspackung mit 91 Tabletten 1 DE O; 
Zykluspackung mit 28 Tabletten 1 DE O; 
Zykluspackung mit 21 Tabletten 0,75 DE O "
G03AA09;Desogestrel und Ethinylestradiol;"Zykluspackung mit 28 Tabletten 1 DE O; 
Zykluspackung mit 21 Tabletten 0,75 DE O "
G03AA10;Gestoden und Ethinylestradiol;"Zykluspackung mit 28 Tabletten 1 DE O; 
Zykluspackung mit 21 Tabletten 0,75 DE O "
G03AA11;Norgestimat und Ethinylestradiol;"Zykluspackung mit 28 Tabletten 1 DE O; 
Zykluspackung mit 21 Tabletten 0,75 DE O "
G03AA12;Drospirenon und Ethinylestradiol;"Zykluspackung mit 28 Tabletten 1 DE O; 
Zykluspackung mit 21 Tabletten 0,75 DE O "
G03AA14;Nomegestrol und Estradiol;Zykluspackung mit 28 Tabletten 1 DE O 
G03AA15;Chlormadinon und Ethinylestradiol;"Zykluspackung mit 28 Tabletten 1 DE O; 
Zykluspackung mit 21 Tabletten 0,75 DE O "
G03AA16;Dienogest und Ethinylestradiol;"Zykluspackung mit 28 Tabletten 1 DE O; 
Zykluspackung mit 21 Tabletten 0,75 DE O "
G03AB02;Lynestrenol und Ethinylestradiol;"Zykluspackung mit 28 Tabletten 1 DE O; 
Zykluspackung mit 21 Tabletten 0,75 DE O "
G03AB03;Levonorgestrel und Ethinylestradiol;"Zykluspackung mit 28 Tabletten 1 DE O; 
Zykluspackung mit 21 Tabletten 0,75 DE O "
G03AB04;Norethisteron und Ethinylestradiol;"Zykluspackung mit 28 Tabletten 1 DE O; 
Zykluspackung mit 21 Tabletten 0,75 DE O "
G03AB05;Desogestrel und Ethinylestradiol;"Zykluspackung mit 28 Tabletten 1 DE O; 
Zykluspackung mit 21 Tabletten 0,75 DE O "
G03AB08;Dienogest und Estradiol;Zykluspackung mit 28 Tabletten 1 DE O 
G03AB09;Norgestimat und Ethinylestradiol;"Zykluspackung mit 28 Tabletten 1 DE O; 
Zykluspackung mit 21 Tabletten 0,75 DE O "
G03AC01;Norethisteron;2,5 mg P
G03AC03;Levonorgestrel;Zykluspackung mit 28 Tabletten 1 DE O 
G03AC06;Medroxyprogesteron;1,67 mg P
G03AC08;Etonogestrel;68 mcg s.c. Implantat
G03AC09;Desogestrel;"Zykluspackung mit 28 Tabletten 1 DE O; 
Zykluspackung mit 21 Tabletten 0,75 DE O "
G03AD01;Levonorgestrel;1,5 mg O
G03AD02;Ulipristal;30 mg O
G03BA01;Fluoxymesteron;5 mg O
G03BA02;Methyltestosteron;25 mg O
G03BA03;Testosteron;"0,12 g O,R; 18 mg P; 60 mg SL; 3 mg TD; 50 mg TD Gel; 
12 mg P bezogen auf Testosteronundecanoat; 60 mg TD Lösung "
G03BB01;Mesterolon;50 mg O
G03CA01;Ethinylestradiol;25 mcg O
G03CA03;Estradiol;"0,3 mg N; 2 mg O; 1 mg P Depot mit kurzer Wirkdauer; 
0,3 mg P Depot mit langer Wirkdauer; 5 mg R; 1 mg TD Gel; 
50 mcg TD Pflaster, bezogen auf die Freisetzungsrate pro 24 Stunden; 
1,53 mg TD Spray; 25 mcg V; 7,5 mcg V Vaginalring, bezogen auf 
die Freisetzungsrate pro 24 Stunden"
G03CA04;Estriol;"2 mg O,P; 0,2 mg V"
G03CA06;Chlorotrianisen;24 mg O
G03CA07;Estron;1 mg O
G03CA57;Konjugierte Estrogene;0,625 mg O,V
G03CB01;Dienestrol;"2,5 mg O; 0,2 mg V"
G03CB02;Diethylstilbestrol;"0,2 mg O; 1 mg V"
G03CB03;Methallenestril;9 mg O
G03CD01;Estriol;0,2 mg V 
G03CD03;Estradiol;25 mcg V 
G03CX01;Tibolon;2,5 mg O
G03DA01;Gestonoron;30 mg P
G03DA02;Medroxyprogesteron;"5 mg O; 7 mg P"
G03DA03;Hydroxyprogesteron;10 mg P
G03DA04;Progesteron;"0,3 g O; 5 mg P; 0,2 g R; 90 mg V Vaginalgel"
G03DB01;Dydrogesteron;10 mg O
G03DB02;Megestrol;5 mg O
G03DB03;Medrogeston;5 mg O 
G03DB08;Dienogest;2 mg O
G03DC01;Allylestrenol;10 mg O
G03DC02;Norethisteron;"5 mg O; 0,65 mg O niedrigdosierte Zubereitungen "
G03DC03;Lynestrenol;5 mg O
G03DC04;Ethisteron;5 mg O
G03DC31;Methylestrenolon;5 mg O
G03FA01;Norethisteron und Estrogen;"Zykluspackung mit 28 Tabletten 1 DE O;
Zykluspackung mit 21 Tabletten 0,75 DE O "
G03FA11;Levonorgestrel und Estrogen;"Zykluspackung mit 28 Tabletten 1 DE O; 
Zykluspackung mit 21 Tabletten 0,75 DE O "
G03FA12;Medroxyprogesteron und Estrogen;"Zykluspackung mit 28 Tabletten 1 DE O; 
Zykluspackung mit 21 Tabletten 0,75 DE O "
G03FA14;Dydrogesteron und Estrogen;Zykluspackung mit 28 Tabletten 1 DE O 
G03FA15;Dienogest und Estrogen;"Zykluspackung mit 28 Tabletten 1 DE O; 
Zykluspackung mit 21 Tabletten 0,75 DE O "
G03FA17;Drospirenon und Estrogen;"Zykluspackung mit 28 Tabletten 1 DE O; 
Zykluspackung mit 21 Tabletten 0,75 DE O "
G03FA20;Chlormadinon und Estrogen;"Zykluspackung mit 28 Tabletten 1 DE O; 
Zykluspackung mit 21 Tabletten 0,75 DE O "
G03FB01;Norgestrel und Estrogen;"Zykluspackung mit 28 Tabletten 1 DE O; 
Zykluspackung mit 21 Tabletten 0,75 DE O "
G03FB05;Norethisteron und Estrogen;"Zykluspackung mit 28 Tabletten 1 DE O; 
Zykluspackung mit 21 Tabletten 0,75 DE O "
G03FB06;Medroxyprogesteron und Estrogen;"Zykluspackung mit 28 Tabletten 1 DE O; 
Zykluspackung mit 21 Tabletten 0,75 DE O "
G03FB07;Medrogeston und Estrogen;"Zykluspackung mit 28 Tabletten 1 DE O; 
Zykluspackung mit 21 Tabletten 0,75 DE O "
G03FB08;Dydrogesteron und Estrogen;Zykluspackung mit 28 Tabletten 1 DE O 
G03FB09;Levonorgestrel und Estrogen;"Zykluspackung mit 28 Tabletten 1 DE O; 
Zykluspackung mit 21 Tabletten 0,75 DE O "
G03FB12;Nomegestrol und Estrogen;Zykluspackung mit 24 Tabletten 0,86 DE O 
G03GA01;Choriongonadotrophin;"250 E P; 7,5 TSD E P zur Ovulationsauslösung "
G03GA02;Humanes menopausales Gonadotrophin;75 E P
G03GA03;Serumgonadotrophin;750 E P
G03GA04;Urofollitropin;75 E P
G03GA05;Follitropin alfa;75 E P
G03GA06;Follitropin beta;75 E P
G03GA07;Lutropin alfa;75 E P
G03GA08;Choriongonadotropin alfa;0,25 mg P
G03GA09;Corifollitropin alfa;0,15 mg P
G03GA10;Follitropin delta;12 mcg P
G03GA21;Lutropin alfa und Follitropin alfa;150 E P bezogen auf Follitropin alfa 
G03GB01;Cyclofenil;0,14 g O
G03GB02;Clomifen;9 mg O
G03GB03;Epimestrol;10 mg O
G03HA01;Cyproteron;"0,1 g O,P; 25 mg P Depot, für den Mann "
G03HB01;Cyproteron und Estrogen;Zykluspackung mit 21 Tabletten 0,75 DE O 
G03XA01;Danazol;0,6 g O
G03XA02;Gestrinon;0,7 mg O
G03XB01;Mifepriston;0,2 g O
G03XB02;Ulipristal;5 mg O
G03XB51;Mifepriston, Kombinationen;0,2 g O bezogen auf Mifepriston
G03XC01;Raloxifen;60 mg O
G03XC02;Bazedoxifen;20 mg O
G03XC03;Lasofoxifen;0,5 mg O
G03XC05;Ospemifen;60 mg O 
G04BA01;Ammoniumchlorid;8,5 g O
G04BA04;L-Methionin;2,25 g O 
G04BD01;Emepronium;"0,5 g O; 75 mg P"
G04BD02;Flavoxat;0,8 g O
G04BD03;Meladrazin;0,45 g O
G04BD04;Oxybutynin;"15 mg O; 3,9 mg TD"
G04BD05;Terodilin;50 mg O
G04BD06;Propiverin;"30 mg O; 20 mg O Kinder DDD "
G04BD07;Tolterodin;4 mg O
G04BD08;Solifenacin;5 mg O
G04BD09;Trospium;40 mg O
G04BD10;Darifenacin;7,5 mg O
G04BD11;Fesoterodin;4 mg O
G04BD12;Mirabegron;50 mg O
G04BD13;Desfesoterodin;3,5 mg O bezogen auf Desfesoterodinsuccinat
G04BE01;Alprostadil;"20 mcg P; 0,25 mg urethral"
G04BE03;Sildenafil;50 mg O
G04BE04;Yohimbin;15 mg O
G04BE07;Apomorphin;2 mg SL
G04BE08;Tadalafil;10 mg O
G04BE09;Vardenafil;10 mg O
G04BE10;Avanafil;0,1 g O
G04BP01;Bärentraubenblätter;"7,5 g O Droge; 0,62 g O Hydrochinon "
G04BP02;Birkenblätter;10 g O Droge 
G04BP03;Orthosiphonblätter;9 g O Droge 
G04BP06;Goldrutenkraut;9 g O Droge 
G04BP08;Brennnesselkraut und -blätter;10 g O Droge aus Kraut und Blättern 
G04BX01;Magnesiumhydroxid;0,5 g O
G04BX03;Acetohydroxamsäure;0,75 g O
G04BX06;Phenazopyridin;0,6 g O
G04BX12;Phenylsalicylat;2 g O
G04BX14;Dapoxetin;30 mg O
G04BX15;Natriumpentosanpolysulfat;0,3 g O 
G04BX16;Tiopronin;0,8 g O
G04BX18;Duloxetin;80 mg O 
G04BX21;Tolvaptan;"0,12 g O bei autosomal-dominanter polyzystischer 
Nierenerkrankung (ADPKD) "
G04CA01;Alfuzosin;7,5 mg O
G04CA02;Tamsulosin;0,4 mg O
G04CA03;Terazosin;5 mg O
G04CA04;Silodosin;8 mg O
G04CA05;Doxazosin;6 mg O 
G04CA52;Tamsulosin und Dutasterid;Standarddosis: 1 DE O 
G04CB01;Finasterid;5 mg O
G04CB02;Dutasterid;0,5 mg O
G04CP01;Phytosterol;60 mg O 
G04CP02;Brennnesselwurzel;5 g O 
G04CP05;Kürbissamen;10 g O Samen 
G04CP06;Sägepalmenfrüchte;"1,5 g O Droge; 0,32 g O lipophil ausgezogener Extrakt "
G04CX11;Beta-Sitosterin;60 mg O 
H01AA01;Corticotropin;25 E P
H01AA02;Tetracosactid;0,25 mg P
H01AB01;Thyrotropin alfa;0,9 mg P
H01AC01;Somatropin;2 E P Kinder DDD
H01AC03;Mecasermin;2 mg P
H01AX01;Pegvisomant;10 mg P
H01BA01;Vasopressin (Argipressin);40 E P bezogen auf Argipressin
H01BA02;Desmopressin;"25 mcg N; 0,4 mg O; 4 mcg P; 0,24 mg SL Base"
H01BA03;Lypressin;20 E N,P
H01BA04;Terlipressin;12 mg P bezogen auf das Terlipressinacetat
H01BA05;Ornipressin;5 E P
H01BB01;Demoxytocin;100 E O
H01BB02;Oxytocin;"15 E N,P; 200 E O"
H01BB03;Carbetocin;0,1 mg P
H01CA02;Nafarelin;0,4 mg N
H01CA04;Leuprorelin;0,134 mg P Depotinjektion 
H01CA05;Goserelin;0,129 mg Implantat 
H01CA07;Triptorelin;"0,134 mg P Depotinjektion; 0,1 mg P "
H01CB01;Somatostatin;6 mg P
H01CB02;Octreotid;"0,7 mg P  i.m. Monatsdepot ; 0,3 mg P s.c. "
H01CB03;Lanreotid;3 mg P
H01CB05;Pasireotid;1,2 mg P
H01CC01;Ganirelix;0,25 mg P
H01CC02;Cetrorelix;0,25 mg P
H02AA02;Fludrocortison;0,1 mg O
H02AA03;Desoxycorton;5 mg O,P
H02AB01;Betamethason;"1,5 mg O,P; 0,4 mg P Depot"
H02AB02;Dexamethason;1,5 mg O,P
H02AB03;Fluocortolon;10 mg O
H02AB04;Methylprednisolon;"7,5 mg O; 20 mg P"
H02AB05;Paramethason;4 mg O,P
H02AB06;Prednisolon;10 mg O,P
H02AB07;Prednison;10 mg O
H02AB08;Triamcinolon;7,5 mg O,P
H02AB09;Hydrocortison;"30 mg O,P; 10 mg O Kinder DDD bei primärer und sekundärer Nebenniereninsuffizienz "
H02AB10;Cortison;37,5 mg O,P
H02AB11;Prednyliden;12 mg O
H02AB12;Rimexolon;20 mg P intraartikulär
H02AB13;Deflazacort;15 mg O
H02AB51;Betamethason-Depot;0,4 mg P Depot 
H02AB56;Prednisolon-Depot;10 mg P Depot 
H02AB58;Triamcinolon-Depot;1,5 mg P Depot, bezogen auf Triamcinolonacetonid 
H02BX06;Prednisolon, Kombinationen;10 mg O 
H02BX08;Triamcinolon, Kombinationen;7,5 mg P 
H02BX09;Betamethason, Kombinationen;1,5 mg O,P 
H02CA01;Trilostan;0,36 g O
H02CA02;Ketoconazol;0,6 g O 
H03AA01;Levothyroxin-Natrium;0,15 mg O,P
H03AA02;Liothyronin-Natrium;60 mcg O,P
H03AA05;Zubereitungen aus Schilddrüsengewebe;0,1 g O
H03AA51;Levothyroxin und Kaliumiodid;Standarddosis: 1 DE O 
H03BA01;Methylthiouracil;0,1 g O
H03BA02;Propylthiouracil;0,1 g O
H03BB01;Carbimazol;15 mg O
H03BB02;Thiamazol;10 mg O
H03CA  ;Iodtherapie;0,33 mg O,P
H03CA01;Iodide;0,15 mg O 
H04AA01;Glucagon;1 mg P
H05AA02;Teriparatid;20 mcg P
H05AA03;Parathyroid Hormon;0,1 mg P
H05BA01;Calcitonin (Lachs, synthetisch);"200 E N; 100 E P"
H05BA02;Calcitonin (Schwein, natürlich);100 E P
H05BA03;Calcitonin (Mensch, synthetisch);100 E P
H05BX01;Cinacalcet;60 mg O
H05BX02;Paricalcitol;2 mcg O,P
H05BX04;Etelcalcetid;2,1 mg P
J01AA01;Demeclocyclin;0,6 g O
J01AA02;Doxycyclin;0,1 g O,P
J01AA03;Chlortetracyclin;1 g O
J01AA04;Lymecyclin;0,6 g O,P
J01AA05;Metacyclin;0,6 g O
J01AA06;Oxytetracyclin;1 g O,P
J01AA07;Tetracyclin;1 g O,P
J01AA08;Minocyclin;0,2 g O,P
J01AA09;Rolitetracyclin;0,35 g P
J01AA11;Clomocyclin;1 g O
J01AA12;Tigecyclin;0,1 g P
J01AA56;Oxytetracyclin, Kombinationen;1 g O bezogen auf Oxytetracyclin 
J01AA57;Tetracyclin, Kombinationen;1 g O,P bezogen auf Tetracyclin 
J01BA01;Chloramphenicol;3 g O,P
J01BA02;Thiamphenicol;1,5 g O,P
J01BA51;Chloramphenicol, Kombinationen;3 g O bezogen auf Chloramphenicol 
J01CA01;Ampicillin;"2 g O,R; 6 g P"
J01CA02;Pivampicillin;1,05 g O
J01CA03;Carbenicillin;12 g P
J01CA04;Amoxicillin;"1,5 g O; 3 g P"
J01CA05;Carindacillin;4 g O
J01CA06;Bacampicillin;1,2 g O
J01CA07;Epicillin;2 g O,P
J01CA08;Pivmecillinam;0,6 g O
J01CA09;Azlocillin;12 g P
J01CA10;Mezlocillin;6 g P
J01CA11;Mecillinam;1,2 g P
J01CA12;Piperacillin;14 g P
J01CA13;Ticarcillin;15 g P
J01CA14;Metampicillin;1,5 g O,P
J01CA15;Talampicillin;2 g O
J01CA16;Sulbenicillin;15 g P
J01CA17;Temocillin;4 g P
J01CA18;Hetacillin;2 g O
J01CA19;Aspoxicillin;4 g P
J01CE01;Benzylpenicillin;3,6 g P
J01CE02;Phenoxymethylpenicillin;"2 g O; 1,5 MIO E O Kinder DDD "
J01CE03;Propicillin;0,9 g O
J01CE04;Azidocillin;1,5 g O
J01CE05;Pheneticillin;1 g O
J01CE06;Penamecillin;1,05 g O
J01CE07;Clometocillin;1 g O
J01CE08;Benzylpenicillin-Benzathin;3,6 g P bezogen auf Benzylpenicillin
J01CE09;Benzylpenicillin-Procain;0,6 g P
J01CE10;Phenoxymethylpenicillin-Benzathin;"2 g O; 1,5 MIO E O Kinder DDD "
J01CF01;Dicloxacillin;2 g O,P
J01CF02;Cloxacillin;2 g O,P
J01CF03;Meticillin;4 g P
J01CF04;Oxacillin;2 g O,P
J01CF05;Flucloxacillin;"2 g O,P; 3 g O,P; 1 g O Kinder DDD "
J01CF06;Nafcillin;3 g P
J01CG01;Sulbactam;1 g P
J01CR01;Ampicillin und Beta-Lactamase-Inhibitoren;6 g P bezogen auf Ampicillin
J01CR02;Amoxicillin und Beta-Lactamase-Inhibitoren;"1,5 g O bezogen auf Amoxicillin; 3 g P bezogen auf Amoxicillin"
J01CR03;Ticarcillin und Beta-Lactamase-Inhibitoren;15 g P bezogen auf Ticarcillin
J01CR04;Sultamicillin;1,5 g O
J01CR05;Piperacillin und Beta-Lactamase-Inhibitoren;14 g P bezogen auf Piperacillin
J01DB01;Cefalexin;"2 g O; 1 g O Kinder DDD "
J01DB02;Cefaloridin;3 g P
J01DB03;Cefalotin;4 g P
J01DB04;Cefazolin;3 g P
J01DB05;Cefadroxil;"2 g O; 1 g O Kinder DDD "
J01DB06;Cefazedon;3 g P
J01DB07;Cefatrizin;1 g O
J01DB08;Cefapirin;4 g P
J01DB09;Cefradin;2 g O,P
J01DB11;Cefroxadin;2,1 g O
J01DB12;Ceftezol;3 g P
J01DC01;Cefoxitin;6 g P
J01DC02;Cefuroxim;"0,5 g O; 3 g P"
J01DC03;Cefamandol;6 g P
J01DC04;Cefaclor;"1 g O; 0,75 g O Kinder DDD "
J01DC05;Cefotetan;4 g P
J01DC06;Cefonicid;1 g P
J01DC07;Cefotiam;"1,2 g O; 4 g P"
J01DC08;Loracarbef;0,6 g O
J01DC09;Cefmetazol;4 g P
J01DC10;Cefprozil;1 g O
J01DC11;Ceforanid;4 g P
J01DC12;Cefminox;4 g P
J01DC13;Cefbuperazon;2 g P
J01DC14;Flomoxef;2 g P
J01DD01;Cefotaxim;4 g P
J01DD02;Ceftazidim;4 g P
J01DD03;Cefsulodin;4 g P
J01DD04;Ceftriaxon;2 g P
J01DD05;Cefmenoxim;2 g P
J01DD06;Latamoxef;4 g P
J01DD07;Ceftizoxim;4 g P
J01DD08;Cefixim;"0,4 g O; 0,2 g O Kinder DDD "
J01DD09;Cefodizim;2 g P
J01DD10;Cefetamet;1 g O
J01DD11;Cefpiramid;2 g P
J01DD12;Cefoperazon;4 g P
J01DD13;Cefpodoxim;"0,4 g O; 0,2 g O Kinder DDD "
J01DD14;Ceftibuten;0,4 g O
J01DD15;Cefdinir;0,6 g O
J01DD16;Cefditoren;0,4 g O
J01DD17;Cefcapen;0,45 g O
J01DD18;Cefteram;0,4 g O
J01DD52;Ceftazidim und Beta-Lactamase-Inhibitoren;6 g P bezogen auf Ceftazidim
J01DD62;Cefoperazon und Beta-Lactamase-Inhibitoren;4 g P bezogen auf Cefoperazon
J01DD63;Ceftriaxon und Beta-Lactamase-Inhibitoren;2 g P bezogen auf Ceftriaxon
J01DE01;Cefepim;4 g P
J01DE02;Cefpirom;4 g P
J01DE03;Cefozopran;4 g P
J01DF01;Aztreonam;"0,225 g Inhal.lösung; 4 g P"
J01DF02;Carumonam;2 g P
J01DH02;Meropenem;3 g P
J01DH03;Ertapenem;1 g P
J01DH04;Doripenem;1,5 g P
J01DH05;Biapenem;1,2 g P
J01DH06;Tebipenempivoxil;0,56 g O
J01DH51;Imipenem und Cilastatin;2 g P bezogen auf Imipenem
J01DH55;Panipenem und Betamipron;2 g P bezogen auf Panipenem
J01DI01;Ceftobiprolmedocaril;1,5 g P bezogen auf Ceftobiprol
J01DI02;Ceftarolinfosamil;1,2 g P
J01DI03;Faropenem;0,75 g O
J01DI54;Ceftolozan und Beta-Lactamase-Inhibitoren;3 g P bezogen auf Ceftolozan
J01EA01;Trimethoprim;"0,4 g O,P; 0,15 g O Kinder DDD "
J01EA02;Brodimoprim;0,2 g O
J01EB01;Sulfaisodimidin;4 g O,P
J01EB02;Sulfamethizol;4 g O
J01EB03;Sulfadimidin;4 g O
J01EB04;Sulfapyridin;1 g O
J01EB05;Sulfafurazol;4 g O,P
J01EB08;Sulfathiourea;6 g O
J01EC01;Sulfamethoxazol;2 g O
J01EC02;Sulfadiazin;0,6 g O
J01EC03;Sulfamoxol;1 g O,P
J01ED01;Sulfadimethoxin;0,5 g O
J01ED02;Sulfalen;0,1 g O
J01ED04;Sulfametoxydiazin;0,5 g O
J01ED05;Sulfamethoxypyridazin;0,5 g O
J01ED06;Sulfaperin;0,5 g O
J01ED07;Sulfamerazin;3 g O
J01ED08;Sulfaphenazol;1 g O
J01ED09;Sulfamazon;1,5 g O,R
J01EE01;Sulfamethoxazol und Trimethoprim;"1,6 g Sulfamethoxazol + 0,32 g Trimethoprim; 
0,8 g Sulfamethoxazol + 0,16 g Trimethoprim Kinder DDD "
J01FA01;Erythromycin;"1 g O,P; 2 g O Erythromycinethylsuccinat-Tabletten; 2 g P; 
1 g O Kinder DDD für Erythromycinethylsuccinat-haltige Mittel "
J01FA02;Spiramycin;3 g O
J01FA03;Midecamycin;"1,2 g O; 1 g P"
J01FA05;Oleandomycin;1 g O
J01FA06;Roxithromycin;"0,3 g O; 0,15 g O Kinder DDD "
J01FA07;Josamycin;2 g O
J01FA08;Troleandomycin;1 g O
J01FA09;Clarithromycin;"0,5 g O; 1 g P; 0,375 g O Kinder DDD "
J01FA10;Azithromycin;"0,3 g O; 0,5 g P; 0,25 g O Kinder DDD "
J01FA11;Miocamycin;1,2 g O
J01FA12;Rokitamycin;0,8 g O
J01FA13;Dirithromycin;0,5 g O
J01FA14;Flurithromycin;0,75 g O
J01FA15;Telithromycin;0,8 g O
J01FA21;Erythromycinstinoprat;1 g O,P 
J01FF01;Clindamycin;"1,2 g O; 1,8 g P; 0,45 g O Kinder DDD "
J01FF02;Lincomycin;1,8 g O,P
J01FG01;Pristinamycin;2 g O
J01FG02;Quinupristin/Dalfopristin;1,5 g P
J01GA01;Streptomycin;1 g P
J01GA02;Streptoduocin;1 g P
J01GB01;Tobramycin;"0,3 g Inhal.lösung; 0,112 g Inhal.pulver; 0,24 g P"
J01GB03;Gentamicin;0,24 g P
J01GB04;Kanamycin;1 g P
J01GB05;Neomycin;1 g O
J01GB06;Amikacin;1 g P
J01GB07;Netilmicin;0,35 g O,P
J01GB08;Sisomicin;0,24 g P
J01GB09;Dibekacin;0,14 g P
J01GB10;Ribostamycin;1 g P
J01GB11;Isepamicin;0,4 g P
J01GB12;Arbekacin;0,2 g P
J01GB13;Bekanamycin;0,6 g P
J01MA01;Ofloxacin;0,4 g O,P
J01MA02;Ciprofloxacin;"1 g O; 0,8 g P"
J01MA03;Pefloxacin;0,8 g O,P
J01MA04;Enoxacin;0,8 g O
J01MA05;Temafloxacin;0,8 g O
J01MA06;Norfloxacin;0,8 g O
J01MA07;Lomefloxacin;0,4 g O
J01MA08;Fleroxacin;0,4 g O,P
J01MA09;Sparfloxacin;0,2 g O
J01MA10;Rufloxacin;0,2 g O
J01MA11;Grepafloxacin;0,4 g O
J01MA12;Levofloxacin;"0,5 g O,P; 0,24 g Inhal.lösung "
J01MA13;Trovafloxacin;0,2 g O,P
J01MA14;Moxifloxacin;0,4 g O,P
J01MA15;Gemifloxacin;0,32 g O
J01MA16;Gatifloxacin;0,4 g O,P
J01MA17;Prulifloxacin;0,6 g O
J01MA18;Pazufloxacin;1 g P
J01MA19;Garenoxacin;0,4 g O
J01MA21;Sitafloxacin;0,1 g O
J01MA22;Tosufloxacin;0,45 g O
J01MA23;Delafloxacin;"0,9 g O; 0,6 g P"
J01MB01;Rosoxacin;0,3 g O
J01MB02;Nalidixinsäure;4 g O
J01MB03;Piromidsäure;2 g O
J01MB04;Pipemidsäure;0,8 g O
J01MB05;Oxolinsäure;1 g O
J01MB06;Cinoxacin;1 g O
J01MB07;Flumequin;1,2 g O
J01XA01;Vancomycin;2 g P
J01XA02;Teicoplanin;0,4 g P
J01XA03;Telavancin;0,7 g P 
J01XA04;Dalbavancin;1,5 g P Dosis pro Behandlungszyklus
J01XB01;Colistin;"3 MIO E Inhal.lösung/pulver ; 9 MIO E P"
J01XB02;Polymyxin B;0,15 g P
J01XC01;Fusidinsäure;1,5 g O,P
J01XD01;Metronidazol;1,5 g P
J01XD02;Tinidazol;1,5 g P
J01XD03;Ornidazol;1 g P
J01XE01;Nitrofurantoin;"0,2 g O; 0,12 g O Kinder DDD "
J01XE02;Nifurtoinol;0,16 g O
J01XE03;Furazidin;0,3 g O
J01XX01;Fosfomycin;"3 g O; 8 g P"
J01XX03;Clofoctol;1,5 g R
J01XX04;Spectinomycin;3 g P
J01XX05;Methenamin;"2 g O Hippurat; 3 g O Mandelat"
J01XX06;Mandelsäure;12 g O
J01XX07;Nitroxolin;1 g O
J01XX08;Linezolid;1,2 g O,P
J01XX09;Daptomycin;0,28 g P zur Therapie von Haut- und Weichteilinfektionen 
J01XX11;Tedizolid;0,2 g O,P bezogen auf Tedizolidphosphat
J02AA01;Amphotericin B;35 mg P
J02AB01;Miconazol;1 g P
J02AB02;Ketoconazol;0,2 g O
J02AC01;Fluconazol;0,2 g O,P
J02AC02;Itraconazol;0,2 g O,P
J02AC03;Voriconazol;0,4 g O,P
J02AC04;Posaconazol;0,3 g O,P
